<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
جم-ا,20170925,4368.00,4395,4275,4362.67,4362,39696480936.00,141,4362
جم-ا,20170926,4395.20,4411,4341,4363.73,4363,1005656600.00,19,4363
جم-ا,20170927,4373.33,4400,4365,4380.27,4364,6996845546.00,71,4364
جم-ا,20171002,4326.40,4373,4325,4377.60,4380,498885875.00,29,4380
جم-ا,20171003,4320.00,4385,4320,4381.33,4378,7273970566.00,36,4378
جم-ا,20171004,4341.33,4373,4341,4380.27,4381,615031634.00,20,4381
جم-ا,20171007,4320.00,4331,4320,4379.20,4380,227022000.00,11,4380
جم-ا,20171008,4330.67,4386,4331,4373.33,4379,18573054398.00,128,4379
جم-ا,20171009,4373.33,4373,4320,4372.80,4373,1410810299.00,34,4373
جم-ا,20171010,4372.80,4415,4373,4372.80,4373,228820030.00,23,4373
جم-ا,20171011,4373.33,4400,4373,4372.80,4373,106282851.00,17,4373
جم-ا,20171014,4421.33,4421,4329,4351.47,4373,6144211561.00,42,4373
جم-ا,20171015,4376.00,4395,4347,4351.47,4351,105920945.00,14,4351
جم-ا,20171016,4352.00,4400,4352,4371.20,4351,4147010152.00,27,4351
جم-ا,20171017,4357.33,4379,4356,4377.60,4371,9037453046.00,53,4371
جم-ا,20171018,4356.80,4400,4357,4385.60,4378,4641945613.00,60,4378
جم-ا,20171021,4385.60,4405,4373,4387.73,4386,2244262553.00,43,4386
جم-ا,20171022,4467.20,4467,4426,4401.07,4388,1869745130.00,29,4388
جم-ا,20171023,4460.80,4477,4427,4460.80,4401,13410907432.00,71,4401
جم-ا,20171024,4476.27,4476,4449,4462.40,4461,3944134592.00,58,4461
جم-ا,20171025,4428.80,4454,4427,4461.33,4462,342237307.00,28,4462
جم-ا,20171028,4427.73,4462,4422,4460.27,4461,3973742030.00,35,4461
جم-ا,20171029,4453.33,4477,4437,4460.80,4460,12113169181.00,80,4460
جم-ا,20171030,4469.87,4477,4401,4456.00,4461,1794524321.00,33,4461
جم-ا,20171031,4426.67,4427,4401,4453.87,4456,593825814.00,26,4456
جم-ا,20171101,4401.07,4427,4400,4448.53,4454,1486013400.00,53,4454
جم-ا,20171104,4426.67,4475,4416,4450.13,4449,9231394149.00,88,4449
جم-ا,20171105,4444.27,4539,4444,4475.73,4450,53620246169.00,193,4450
جم-ا,20171106,4533.33,4597,4505,4575.47,4476,10059783440.00,92,4476
جم-ا,20171107,4572.80,4586,4547,4574.40,4575,1415887472.00,43,4575
جم-ا,20171108,4581.33,4587,4572,4576.53,4574,2732967888.00,46,4574
جم-ا,20171111,4576.53,4626,4565,4583.47,4577,2746778624.00,38,4577
جم-ا,20171112,4603.20,4629,4603,4613.87,4583,7482161621.00,56,4583
جم-ا,20171113,4579.20,4624,4523,4602.13,4614,6841889771.00,48,4614
جم-ا,20171114,4560.00,4621,4555,4576.53,4602,14178255015.00,84,4602
جم-ا,20171115,4552.53,4587,4533,4577.07,4577,1580426345.00,25,4577
جم-ا,20171118,4586.67,4587,4545,4577.07,4577,343989561.00,18,4577
جم-ا,20171120,4560.00,4560,4527,4571.20,4577,1324212928.00,49,4577
جم-ا,20171121,4533.33,4560,4533,4565.87,4571,2169169136.00,34,4571
جم-ا,20171122,4558.93,4560,4533,4562.67,4566,2610838516.00,51,4566
جم-ا,20171125,4560.00,4667,4533,4608.53,4563,25905305340.00,124,4563
جم-ا,20171126,4640.00,4683,4609,4644.80,4609,8010253721.00,115,4609
جم-ا,20171128,4629.33,4667,4613,4649.60,4645,27651164549.00,214,4645
جم-ا,20171129,4661.33,4773,4661,4674.13,4650,7116976357.00,99,4650
جم-ا,20171202,4767.47,4771,4693,4693.33,4674,2539008389.00,64,4674
جم-ا,20171203,4746.13,4773,4667,4725.87,4693,5708837478.00,61,4693
جم-ا,20171204,4721.07,4741,4694,4726.40,4726,714285204.00,29,4726
جم-ا,20171205,4739.73,4741,4640,4722.13,4726,1977353209.00,39,4726
جم-ا,20171209,4735.47,4768,4735,4733.87,4722,6038401389.00,81,4722
جم-ا,20171210,4756.80,4773,4731,4748.27,4734,5832856059.00,74,4734
جم-ا,20171211,4768.00,4768,4684,4745.60,4748,685376062.00,43,4748
جم-ا,20171212,4762.13,4763,4699,4750.40,4746,4223999721.00,54,4746
جم-ا,20171213,4673.60,4799,4674,4753.60,4750,50754290181.00,204,4750
جم-ا,20171214,0,0,0,4753.60,4754,0.00,0,4754
جم-ا,20171215,0,0,0,4753.60,4754,0.00,0,4754
جم-ا,20171216,4746.67,4853,4747,4759.47,4754,1108732655.00,36,4754
جم-ا,20171217,4848.00,4907,4827,4871.47,4759,36411402281.00,134,4759
جم-ا,20171218,4853.87,4854,4815,4868.80,4871,688816515.00,27,4871
جم-ا,20171219,4830.93,4875,4812,4861.87,4869,23290251036.00,117,4869
جم-ا,20171220,4842.67,4862,4789,4845.87,4862,15118173078.00,53,4862
جم-ا,20171223,4906.67,4907,4827,4846.93,4846,19566586239.00,50,4846
جم-ا,20171224,4848.00,4877,4835,4848.53,4847,9698061368.00,75,4847
جم-ا,20171225,4853.33,4864,4829,4853.33,4849,23851937996.00,121,4849
جم-ا,20171226,4853.33,4853,4842,4851.73,4853,5579912887.00,75,4853
جم-ا,20171227,4826.67,4827,4747,4841.60,4852,1334315408.00,60,4852
جم-ا,20171230,4740.80,4842,4740,4837.87,4842,1256251337.00,56,4842
جم-ا,20171231,4752.00,4904,4641,4825.60,4838,7476416929.00,99,4838
جم-ا,20180101,4879.47,4880,4838,4849.60,4826,5543889182.00,44,4826
جم-ا,20180102,4880.00,4917,4869,4871.47,4850,4524459498.00,70,4850
جم-ا,20180103,4912.00,4931,4872,4876.27,4871,16153573735.00,45,4871
جم-ا,20180106,4880.00,4896,4864,4876.80,4876,10733428240.00,39,4876
جم-ا,20180107,4865.07,4901,4865,4876.80,4877,587134561.00,21,4877
جم-ا,20180108,4853.87,4933,4854,4891.20,4877,4075057607.00,45,4877
جم-ا,20180109,4933.33,5013,4933,4940.80,4891,5092529793.00,76,4891
جم-ا,20180110,4946.67,5056,4939,4965.33,4941,4938050895.00,91,4941
جم-ا,20180113,4933.33,5051,4933,4965.87,4965,178233807.00,31,4965
جم-ا,20180114,5040.00,5040,5019,4971.20,4966,793550411.00,36,4966
جم-ا,20180115,5044.27,5045,5003,4995.73,4971,4826816346.00,65,4971
جم-ا,20180116,4972.27,5091,4966,5009.07,4996,5068810555.00,51,4996
جم-ا,20180117,5013.33,5019,4999,5014.93,5009,29867491118.00,145,5009
جم-ا,20180120,5088.00,5120,5043,5075.20,5015,16488590948.00,159,5015
جم-ا,20180121,5120.00,5205,5120,5170.67,5075,27521182938.00,271,5075
جم-ا,20180122,5173.33,5429,5173,5336.53,5171,30866998721.00,355,5171
جم-ا,20180123,5418.67,5420,5333,5386.67,5337,29135593541.00,336,5337
جم-ا,20180124,5428.80,5546,5429,5477.33,5387,18017666888.00,296,5387
جم-ا,20180127,5440.00,5707,5421,5472.53,5477,9631315575.00,171,5477
جم-ا,20180128,5600.00,5600,5440,5501.87,5473,8425814728.00,180,5473
جم-ا,20180129,5442.67,5547,5441,5488.53,5502,18227749737.00,163,5502
جم-ا,20180130,5466.67,5583,5441,5515.73,5489,8477271996.00,143,5489
جم-ا,20180131,5525.33,5582,5499,5532.27,5516,4182570398.00,82,5516
جم-ا,20180203,5493.33,5707,5493,5542.93,5532,3657704543.00,127,5532
جم-ا,20180204,5599.47,5620,5521,5618.13,5543,89399697843.00,460,5543
جم-ا,20180205,5618.13,5632,5549,5617.60,5618,47834233634.00,176,5618
جم-ا,20180206,5651.73,5760,5579,5620.80,5618,3806772671.00,82,5618
جم-ا,20180207,5632.00,5632,5573,5605.33,5621,6809928364.00,124,5621
جم-ا,20180210,5546.67,5589,5437,5556.80,5605,3392188418.00,121,5605
جم-ا,20180212,5466.67,5536,5334,5412.80,5557,13622280866.00,194,5557
جم-ا,20180213,5572.27,5572,5413,5446.93,5413,6219655035.00,55,5413
جم-ا,20180214,5594.13,5594,5455,5523.73,5447,23576022573.00,164,5447
جم-ا,20180217,5520.00,5547,5454,5469.33,5524,56184921890.00,194,5524
جم-ا,20180218,5512.00,5567,5458,5512.00,5469,10530990374.00,103,5469
جم-ا,20180219,5540.27,5573,5443,5514.67,5512,20433477259.00,146,5512
جم-ا,20180221,5514.67,5567,5440,5480.53,5515,8541710350.00,110,5515
جم-ا,20180224,5453.33,5546,5453,5481.07,5481,4783943325.00,95,5481
جم-ا,20180225,5466.67,5545,5467,5491.20,5481,4355008861.00,74,5481
جم-ا,20180226,5544.00,5547,5468,5490.67,5491,17487649691.00,107,5491
جم-ا,20180227,5472.00,5541,5467,5490.67,5491,5759769240.00,85,5491
جم-ا,20180228,5529.07,5530,5457,5510.93,5491,10025726332.00,97,5491
جم-ا,20180303,5479.47,5541,5387,5466.67,5511,26781268818.00,154,5511
جم-ا,20180304,5425.07,5435,5387,5459.73,5467,1174728707.00,39,5467
جم-ا,20180305,5466.67,5493,5414,5451.20,5460,22496007803.00,103,5460
جم-ا,20180306,5466.67,5525,5446,5482.13,5451,8176189447.00,86,5451
جم-ا,20180307,5464.53,5483,5440,5478.40,5482,2833682058.00,57,5482
جم-ا,20180310,5452.27,5494,5425,5481.07,5478,5640894683.00,73,5478
جم-ا,20180311,5466.67,5493,5413,5462.93,5481,5028348038.00,84,5481
جم-ا,20180312,5493.33,5496,5440,5469.33,5463,5402407910.00,70,5463
جم-ا,20180313,5440.00,5493,5440,5470.40,5469,3272456333.00,38,5469
جم-ا,20180314,5477.33,5541,5419,5484.27,5470,4857441803.00,80,5470
جم-ا,20180317,5425.07,5440,5413,5426.67,5484,15981354984.00,123,5484
جم-ا,20180318,5428.80,5439,5333,5414.40,5427,28607588987.00,237,5427
جم-ا,20180319,5414.40,5493,5387,5419.73,5414,15036336821.00,102,5414
جم-ا,20180325,5494.40,5589,5494,5457.07,5420,2722221700.00,50,5420
جم-ا,20180326,5494.93,5598,5495,5502.93,5457,3633110997.00,60,5457
جم-ا,20180327,5526.93,5760,5526,5689.07,5503,9328445306.00,180,5503
جم-ا,20180328,5783.47,5936,5737,5790.93,5689,6492419317.00,173,5689
جم-ا,20180403,5936.00,6022,5771,5803.20,5791,1352441304.00,39,5791
جم-ا,20180404,5946.67,6024,5861,5861.33,5803,3818706145.00,93,5803
جم-ا,20180407,6000.00,6133,5868,6022.40,5861,13161185400.00,182,5861
جم-ا,20180408,6154.13,6283,5936,6076.80,6022,7489267343.00,178,6022
جم-ا,20180409,6133.33,6347,6107,6221.33,6077,25265350901.00,322,6077
جم-ا,20180410,5925.33,6208,5910,5971.20,6221,11068756731.00,226,6221
جم-ا,20180411,5867.20,6096,5691,5875.73,5971,8536346432.00,124,5971
جم-ا,20180415,5834.67,5839,5605,5822.93,5876,2597537220.00,67,5876
جم-ا,20180416,5627.73,5628,5532,5669.87,5823,5342174866.00,83,5823
جم-ا,20180417,5736.00,5736,5387,5522.67,5670,8426017640.00,148,5670
جم-ا,20180418,5397.33,5397,5301,5497.07,5523,1391863939.00,51,5523
جم-ا,20180421,5370.67,5381,5333,5480.00,5497,1215297481.00,46,5497
جم-ا,20180422,5386.67,5439,5355,5452.80,5480,3345730973.00,70,5480
جم-ا,20180423,5437.33,5653,5333,5424.00,5453,16596775598.00,158,5453
جم-ا,20180424,5480.00,5490,5358,5433.60,5424,2365106589.00,39,5424
جم-ا,20180425,5478.93,5479,5397,5434.13,5434,1309859947.00,28,5434
جم-ا,20180428,5438.40,5438,5307,5403.20,5434,3153408978.00,88,5434
جم-ا,20180429,5280.53,5363,5163,5267.73,5403,7082418404.00,146,5403
جم-ا,20180430,5303.47,5320,5005,5091.73,5268,7538375098.00,205,5268
جم-ا,20180501,5006.40,5093,4907,5091.20,5092,944546808.00,56,5092
جم-ا,20180505,5093.33,5226,5013,5114.13,5091,5751051589.00,70,5091
جم-ا,20180506,5093.87,5247,5094,5172.80,5114,6709127584.00,101,5114
جم-ا,20180507,5239.47,5300,5189,5182.40,5173,2386423256.00,48,5173
جم-ا,20180508,5280.00,5301,5248,5189.87,5182,933960397.00,41,5182
جم-ا,20180509,5226.67,5333,5019,5181.87,5190,17174251299.00,96,5190
جم-ا,20180512,5280.00,5333,5179,5234.67,5182,4859642260.00,41,5182
جم-ا,20180513,5280.00,5333,5250,5279.47,5235,6366057883.00,100,5235
جم-ا,20180514,5354.67,5358,5280,5291.73,5279,1899971792.00,34,5279
جم-ا,20180515,5349.33,5371,5309,5300.27,5292,1963410419.00,41,5292
جم-ا,20180516,5354.13,5357,5317,5310.93,5300,2924956150.00,81,5300
جم-ا,20180519,5358.40,5358,5317,5314.67,5311,1092337025.00,31,5311
جم-ا,20180520,5333.33,5434,5333,5345.60,5315,4571123163.00,85,5315
جم-ا,20180521,5418.13,5418,5333,5349.33,5346,3996139735.00,50,5346
جم-ا,20180522,5333.33,5515,5333,5393.60,5349,5503322417.00,65,5349
جم-ا,20180523,5539.73,5540,5489,5498.13,5394,7985950839.00,77,5394
جم-ا,20180526,5493.33,5535,5387,5475.73,5498,2684968520.00,66,5498
جم-ا,20180527,5388.80,5493,5333,5342.40,5476,45430600037.00,195,5476
جم-ا,20180528,5482.13,5483,5312,5361.07,5342,5624723690.00,96,5342
جم-ا,20180529,5323.73,5355,5324,5348.27,5361,4559697453.00,61,5361
جم-ا,20180530,5397.33,5397,5315,5336.00,5348,9955694430.00,96,5348
جم-ا,20180602,5316.80,5397,5314,5363.20,5336,14063065880.00,135,5336
جم-ا,20180603,5440.00,5445,5371,5396.80,5363,12629860652.00,147,5363
جم-ا,20180609,5465.60,5481,5318,5457.07,5397,13225756079.00,140,5397
جم-ا,20180610,5514.67,5556,5493,5540.80,5457,13158612551.00,161,5457
جم-ا,20180611,5546.67,5572,5493,5546.13,5541,67330296382.00,164,5541
جم-ا,20180612,5546.67,5652,5547,5586.13,5546,12263603846.00,134,5546
جم-ا,20180613,5652.27,5865,5652,5851.73,5586,50271827474.00,254,5586
جم-ا,20180617,6144.00,6144,5893,6144.00,5852,18547911060.00,95,5852
جم-ا,20180618,6445.33,6445,6134,6385.07,6144,24291813578.00,301,6144
جم-ا,20180619,0,0,0,6385.07,6385,0.00,0,6385
جم-ا,20180620,0,0,0,6385.07,6385,0.00,0,6385
جم-ا,20180623,6506.67,6667,6213,6520.00,6385,19732501844.00,419,6385
جم-ا,20180624,6544.00,6736,6544,6659.73,6520,32413002456.00,472,6520
جم-ا,20180625,6848.00,6993,6800,6962.13,6660,87891420517.00,380,6660
جم-ا,20180626,7146.67,7147,6773,6956.27,6962,31645886777.00,264,6962
جم-ا,20180627,6933.33,6933,6609,6803.73,6956,25147217441.00,204,6956
جم-ا,20180630,6914.67,6915,6667,6834.67,6804,7800656692.00,82,6804
جم-ا,20180701,6666.67,6667,6493,6493.87,6835,21638944427.00,127,6835
جم-ا,20180702,6326.93,6507,6327,6412.80,6494,16590424062.00,122,6494
جم-ا,20180703,6506.13,6612,6438,6498.13,6413,15839207419.00,174,6413
جم-ا,20180704,6507.20,6635,6401,6521.60,6498,7490737684.00,124,6498
جم-ا,20180707,6596.80,6667,6424,6545.07,6522,6112960520.00,112,6522
جم-ا,20180708,6664.53,6665,6401,6494.93,6545,21011411555.00,154,6545
جم-ا,20180710,6606.93,6612,6400,6492.80,6495,5672878927.00,206,6495
جم-ا,20180711,0,0,0,6492.80,6493,0.00,0,6493
جم-ا,20180714,0,0,0,6492.80,6493,0.00,0,6493
جم-ا,20180715,0,0,0,5639.47,5639,0.00,0,5639
جم-ا,20180716,5866.13,5866,5379,5650.67,5639,6823171460.00,126,5639
جم-ا,20180717,5600.00,5600,5493,5569.60,5651,14108932157.00,130,5651
جم-ا,20180718,5610.67,5813,5493,5628.27,5570,15228655254.00,136,5570
جم-ا,20180721,5722.13,5845,5694,5688.00,5628,6644689660.00,102,5628
جم-ا,20180722,5760.00,5968,5760,5768.00,5688,4274604915.00,102,5688
جم-ا,20180723,5929.60,6037,5787,5827.73,5768,6272081661.00,93,5768
جم-ا,20180724,5866.67,5867,5707,5833.07,5828,4417939445.00,83,5828
جم-ا,20180725,5808.00,5811,5713,5816.00,5833,2462118583.00,47,5833
جم-ا,20180726,0,0,0,5816.00,5816,0.00,0,5816
جم-ا,20180727,0,0,0,5816.00,5816,0.00,0,5816
جم-ا,20180728,6106.67,6107,6097,6106.67,5816,145840359500.00,512,5816
جم-ا,20180729,6400.00,6412,6133,6347.73,6107,35073711767.00,342,6107
جم-ا,20180730,6400.00,6665,6352,6656.00,6348,49536491494.00,403,6348
جم-ا,20180731,6988.80,6989,6989,6965.33,6656,11166075648.00,60,6656
جم-ا,20180801,7313.60,7314,7314,7272.53,6965,11084163048.00,35,6965
جم-ا,20180804,7416.00,7760,7414,7541.33,7273,43256125265.00,519,7273
جم-ا,20180805,7680.00,7918,7680,7913.60,7541,128713136249.00,779,7541
جم-ا,20180806,8308.80,8309,8270,8308.27,7914,216516607404.00,1298,7914
جم-ا,20180807,8474.67,8475,8053,8356.27,8308,6913081181.00,125,8308
جم-ا,20180808,0,0,0,8356.27,8356,0.00,0,8356
جم-ا,20180811,7998.93,8052,7601,7883.73,8356,67101383189.00,668,8356
جم-ا,20180812,7937.07,8268,7781,7956.80,7884,16730345202.00,347,7884
جم-ا,20180813,7840.00,7941,7573,7691.73,7957,21957627602.00,309,7957
جم-ا,20180814,7898.67,8000,7763,7957.33,7692,28699101898.00,350,7692
جم-ا,20180815,7720.00,7932,7579,7819.20,7957,11958659624.00,184,7957
جم-ا,20180818,7929.60,7930,7760,7826.13,7819,15290103018.00,189,7819
جم-ا,20180819,7864.00,8106,7841,8013.33,7826,32773175983.00,322,7826
جم-ا,20180820,8000.00,8133,7952,8010.67,8013,97516889637.00,576,8013
جم-ا,20180821,8000.00,8000,7814,7881.60,8011,16098370598.00,203,8011
جم-ا,20180825,7762.67,7962,7680,7835.73,7882,8565934226.00,245,7882
جم-ا,20180826,7935.47,7935,7467,7648.00,7836,12763676633.00,298,7836
جم-ا,20180827,7653.33,7765,7552,7651.20,7648,17386113388.00,262,7648
جم-ا,20180828,7573.33,7760,7566,7620.27,7651,10532075590.00,200,7651
جم-ا,20180829,7616.00,7755,7564,7648.53,7620,21597057405.00,275,7620
جم-ا,20180901,7769.60,7839,7632,7736.00,7649,11558701752.00,180,7649
جم-ا,20180902,7754.13,8000,7574,7733.87,7736,73973962744.00,293,7736
جم-ا,20180903,7733.33,7750,7611,7719.47,7734,7064009440.00,90,7734
جم-ا,20180904,7840.53,7989,7702,7778.67,7719,17859601658.00,171,7719
جم-ا,20180905,7882.67,7883,7627,7698.13,7779,10533185637.00,169,7779
جم-ا,20180908,7738.67,7759,7722,7734.93,7698,24443300098.00,257,7698
جم-ا,20180909,7734.93,8080,7735,7850.13,7735,30444704943.00,391,7735
جم-ا,20180910,7946.67,8227,7947,8089.07,7850,39370402801.00,415,7850
جم-ا,20180911,8106.67,8427,7867,8059.20,8089,16939744328.00,283,8089
جم-ا,20180912,8461.87,8462,8462,8461.87,8059,132203143546.00,341,8059
جم-ا,20180915,8884.80,8885,8885,8884.80,8462,156640912020.00,459,8462
جم-ا,20180916,9248.00,9253,8800,9088.00,8885,108392318995.00,983,8885
جم-ا,20180917,9280.00,9280,8960,9146.67,9088,60955800277.00,698,9088
جم-ا,20180918,9154.67,9155,8827,9050.67,9147,66105303830.00,416,9147
جم-ا,20180922,9200.00,9200,8699,8950.93,9051,41438023835.00,539,9051
جم-ا,20180923,8773.33,9307,8773,9008.53,8951,35754503290.00,537,8951
جم-ا,20180924,9067.73,9253,8953,9000.00,9009,65065521886.00,427,9009
جم-ا,20180925,9189.33,9450,8992,9248.00,9000,367286395132.00,1583,9000
جم-ا,20180926,9458.13,9710,9440,9678.93,9248,259403013014.00,1078,9248
جم-ا,20180929,10162.67,10163,9813,10076.80,9679,133351701136.00,885,9679
جم-ا,20180930,10560.00,10560,10358,10449.60,10077,69546176042.00,978,10077
جم-ا,20181001,9955.20,10779,9927,10451.73,10450,667737968095.00,2171,10450
جم-ا,20181002,10326.93,10933,9930,10101.33,10452,181147209576.00,1008,10452
جم-ا,20181003,9610.67,10606,9611,10504.00,10101,238614601862.00,1058,10101
جم-ا,20181006,10920.53,11013,9979,10352.53,10504,30123680877.00,466,10504
جم-ا,20181007,10041.60,10667,9835,10017.07,10353,37216275571.00,408,10353
جم-ا,20181008,9600.00,10133,9597,9711.47,10017,54575611818.00,479,10017
جم-ا,20181009,10133.33,10186,9601,9834.67,9711,37184657617.00,615,9711
جم-ا,20181010,10122.13,10132,9546,9834.13,9835,38030386926.00,498,9835
جم-ا,20181013,9717.33,10240,9500,9720.53,9834,12078552924.00,250,9834
جم-ا,20181014,9494.40,10015,9494,9763.20,9721,4248455178.00,88,9721
جم-ا,20181015,9813.33,10206,9813,10098.67,9763,29932008864.00,432,9763
جم-ا,20181016,10186.67,10187,9921,10080.53,10099,58519285945.00,522,10099
جم-ا,20181017,9706.67,10507,9707,10207.47,10081,36850088102.00,330,10081
جم-ا,20181020,10528.00,10528,10267,10375.47,10207,26508904787.00,326,10207
جم-ا,20181021,10592.00,10592,9973,10261.33,10375,23956456914.00,284,10375
جم-ا,20181022,10346.67,10666,10261,10375.47,10261,33970779683.00,270,10261
جم-ا,20181023,10245.33,10894,10187,10598.93,10375,90714471999.00,778,10375
جم-ا,20181024,10187.20,10844,10069,10281.60,10599,25472279304.00,401,10599
جم-ا,20181027,10560.00,10795,9768,10320.00,10282,42076368886.00,477,10282
جم-ا,20181028,10293.33,10507,10023,10357.33,10320,16233797634.00,202,10320
جم-ا,20181029,10293.33,10373,10080,10195.20,10357,17692838895.00,277,10357
جم-ا,20181031,10136.00,10480,10112,10295.47,10195,11727899056.00,205,10195
جم-ا,20181103,10234.67,10773,9867,10444.27,10295,37770945121.00,407,10295
جم-ا,20181104,10416.00,10459,10092,10380.80,10444,29485474757.00,213,10444
جم-ا,20181105,10085.87,10329,10086,10348.27,10381,1889068111.00,84,10381
جم-ا,20181106,10357.33,10453,10133,10342.93,10348,17145123976.00,248,10348
جم-ا,20181110,10346.67,10347,9937,10213.87,10343,29088017588.00,265,10343
جم-ا,20181111,10133.33,10336,9814,10148.80,10214,14072442501.00,146,10214
جم-ا,20181112,10240.00,10256,9893,10125.33,10149,9735698826.00,109,10149
جم-ا,20181113,10132.80,10133,9867,10041.60,10125,3752970196.00,130,10125
جم-ا,20181114,9941.33,10180,9818,10076.80,10042,24660041654.00,217,10042
جم-ا,20181117,10132.80,10133,9734,10021.33,10077,4512049247.00,191,10077
جم-ا,20181118,9866.67,9867,9521,9758.40,10021,7532220854.00,157,10021
جم-ا,20181119,9850.67,9851,9601,9781.33,9758,5501643222.00,184,9758
جم-ا,20181120,9808.00,10079,9608,9942.93,9781,64590362534.00,318,9781
جم-ا,20181121,9968.00,9968,9547,9806.40,9943,27384553954.00,241,9943
جم-ا,20181124,0,0,0,9806.40,9806,0.00,0,9806
جم-ا,20181126,0,0,0,9806.40,9806,0.00,0,9806
جم-ا,20181127,9754.67,9755,9267,9500.80,9806,23983358947.00,340,9806
جم-ا,20181128,0,0,0,9500.80,9501,0.00,0,9501
جم-ا,20181201,0,0,0,9500.80,9501,0.00,0,9501
جم-ا,20181202,0,0,0,9500.80,9501,0.00,0,9501
جم-ا,20181203,9280.00,9280,9028,9170.67,9501,11798249026.00,155,9501
جم-ا,20181204,9146.67,9280,8723,9036.80,9171,20861365548.00,345,9171
جم-ا,20181205,8906.67,9120,8907,9050.13,9037,5394245708.00,128,9037
جم-ا,20181208,9066.67,9067,8720,8975.47,9050,2751572320.00,157,9050
جم-ا,20181209,8960.00,8960,8587,8909.87,8975,3202972372.00,153,8975
جم-ا,20181210,8666.67,8683,8535,8818.67,8910,2867969512.00,175,8910
جم-ا,20181211,8485.33,8907,8485,8762.67,8819,21126563431.00,424,8819
جم-ا,20181212,0,0,0,8762.67,8763,0.00,0,8763
جم-ا,20181215,0,0,0,8762.67,8763,0.00,0,8763
جم-ا,20181216,0,0,0,8762.67,8763,0.00,0,8763
جم-ا,20181217,0,0,0,8762.67,8763,0.00,0,8763
جم-ا,20181218,0,0,0,8762.67,8763,0.00,0,8763
جم-ا,20181219,0,0,0,8762.67,8763,0.00,0,8763
جم-ا,20181222,0,0,0,8762.67,8763,0.00,0,8763
جم-ا,20181223,0,0,0,8996.07,8996,0.00,0,8996
جم-ا,20181224,0,0,0,8996.07,8996,0.00,0,8996
جم-ا,20181225,9200.00,9200,8740,8923.23,8996,7398559580.00,334,8996
جم-ا,20181226,8740.00,8740,8519,8624.23,8923,10949860908.00,400,8923
جم-ا,20181229,8893.33,8947,8659,8779.10,8624,7743745358.00,340,8624
جم-ا,20181230,8733.10,9198,8732,8922.47,8779,6608018864.00,333,8779
جم-ا,20181231,8970.00,9315,8970,9045.90,8922,4775726879.00,296,8922
جم-ا,20190101,9497.47,9497,9277,9474.47,9046,15476196825.00,625,9046
جم-ا,20190102,9393.20,9430,9131,9411.60,9474,2619034012.00,292,9474
جم-ا,20190105,9391.67,9392,8943,9177.00,9412,7720744454.00,323,9412
جم-ا,20190106,8941.63,8971,8817,9119.50,9177,1928478292.00,203,9177
جم-ا,20190107,8816.67,9038,8702,8884.13,9120,6650670968.00,393,9120
جم-ا,20190108,8709.33,9047,8709,8926.30,8884,10798843048.00,339,8884
جم-ا,20190109,9121.03,9192,8824,8969.23,8926,5896975352.00,228,8926
جم-ا,20190112,9143.27,9185,9008,9066.60,8969,6306640803.00,224,8969
جم-ا,20190113,9108.00,9123,8817,8993.77,9067,5170991008.00,182,9067
جم-ا,20190114,8970.00,8970,8817,8960.80,8994,3267571672.00,119,8994
جم-ا,20190115,8947.77,8948,8663,8848.87,8961,5099672379.00,303,8961
جم-ا,20190116,8848.87,8849,8626,8825.87,8849,4468543148.00,126,8849
جم-ا,20190119,8740.00,8801,8617,8783.70,8826,3842841751.00,182,8826
جم-ا,20190120,8740.00,9222,8556,8977.67,8784,13294791356.00,447,8784
جم-ا,20190121,8954.67,9199,8725,8880.30,8978,8884981104.00,239,8978
جم-ا,20190122,8816.67,9113,8741,8873.40,8880,2314221383.00,136,8880
جم-ا,20190123,8878.00,9008,8771,8873.40,8873,2101101242.00,94,8873
جم-ا,20190126,8894.87,9200,8664,8972.30,8873,6665588868.00,198,8873
جم-ا,20190127,8817.43,9008,8696,8933.20,8972,1855155429.00,143,8972
جم-ا,20190128,8778.33,8855,8663,8901.77,8933,1270210219.00,119,8933
جم-ا,20190129,8626.53,8969,8627,8874.17,8902,1980584734.00,107,8902
جم-ا,20190130,8740.00,9199,8672,8920.17,8874,5068317668.00,144,8874
جم-ا,20190202,8957.73,9123,8725,9016.77,8920,8451728487.00,188,8920
جم-ا,20190203,8740.00,9047,8566,8799.03,9017,10338621685.00,245,9017
جم-ا,20190204,8433.33,9037,8433,8822.03,8799,3058584188.00,88,8799
جم-ا,20190205,8778.33,8909,8649,8803.63,8822,2218024615.00,101,8822
جم-ا,20190206,8552.93,8740,8553,8749.20,8804,2975931382.00,146,8804
جم-ا,20190210,8586.67,8701,8513,8732.33,8749,1348527531.00,42,8749
جم-ا,20190212,8549.10,8587,8515,8706.27,8732,1549629186.00,61,8732
جم-ا,20190213,8502.33,8816,8438,8720.07,8706,4880266148.00,145,8706
جم-ا,20190216,8649.53,8731,8510,8687.10,8720,2441882847.00,116,8720
جم-ا,20190217,8678.67,8679,8348,8602.00,8687,3637795815.00,119,8687
جم-ا,20190218,8456.33,8456,8334,8525.33,8602,3524126748.00,116,8602
جم-ا,20190219,8418.00,8418,8099,8413.40,8525,3655346570.00,176,8525
