<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
جم-ا,20220906,38310.00,38840,37900,38610.00,38730,18242069400.00,249,38730
جم-ا,20220907,38000.00,38750,37800,38530.00,38610,18252683620.00,232,38610
جم-ا,20220910,38000.00,38800,37700,38390.00,38530,68347823430.00,304,38530
جم-ا,20220911,38300.00,38500,37800,38320.00,38390,30019956670.00,532,38390
جم-ا,20220912,38440.00,38440,37780,38140.00,38320,60739918460.00,472,38320
جم-ا,20220913,37900.00,38490,37600,38000.00,38140,59175469790.00,378,38140
جم-ا,20220914,38000.00,38200,37600,37890.00,38000,46407266520.00,346,38000
جم-ا,20220918,38300.00,38300,36010,37800.00,37890,15477805670.00,332,37890
جم-ا,20220919,36810.00,38000,36810,37730.00,37800,52514961290.00,583,37800
جم-ا,20220920,37440.00,37880,36910,37530.00,37730,44278989850.00,251,37730
جم-ا,20220921,37000.00,37650,36310,37350.00,37530,23517916160.00,277,37530
جم-ا,20220924,37000.00,37390,36300,37290.00,37350,19580642990.00,288,37350
جم-ا,20220926,36900.00,38400,36900,37400.00,37290,31352317350.00,265,37290
جم-ا,20220928,38000.00,38000,37500,37420.00,37400,10292083220.00,123,37400
جم-ا,20221001,37150.00,37600,36000,37350.00,37420,15021613810.00,279,37420
جم-ا,20221002,37230.00,37350,37100,37340.00,37350,18027001550.00,136,37350
جم-ا,20221003,37340.00,37800,37020,37330.00,37340,37158032430.00,164,37340
جم-ا,20221004,36300.00,37400,36300,37320.00,37330,11102850260.00,202,37330
جم-ا,20221008,36540.00,37500,36540,37290.00,37320,9163516620.00,151,37320
جم-ا,20221009,38080.00,38080,36860,37280.00,37290,18642546810.00,142,37290
جم-ا,20221010,36750.00,37800,36750,37290.00,37280,32867937800.00,165,37280
جم-ا,20221011,37290.00,37650,37290,37340.00,37290,24263864340.00,92,37290
جم-ا,20221012,38000.00,38500,37490,37370.00,37340,3131658860.00,39,37340
جم-ا,20221015,37090.00,37800,37090,37370.00,37370,16961995420.00,170,37370
جم-ا,20221016,37050.00,37800,37000,37360.00,37370,7039118390.00,113,37370
جم-ا,20221017,37000.00,37600,36800,37350.00,37360,42960334860.00,130,37360
جم-ا,20221018,37350.00,37490,37020,37330.00,37350,9013946200.00,102,37350
جم-ا,20221019,37200.00,37350,36800,37320.00,37330,15258128860.00,203,37330
جم-ا,20221022,36320.00,37250,36310,37170.00,37320,30495420890.00,588,37320
جم-ا,20221023,36370.00,37000,36370,37100.00,37170,24116021950.00,139,37170
جم-ا,20221024,37100.00,37100,36030,37040.00,37100,20186948800.00,161,37100
جم-ا,20221025,37080.00,37190,36480,36950.00,37040,36455527290.00,671,37040
جم-ا,20221026,36950.00,37000,35240,36810.00,36950,19892027810.00,243,36950
جم-ا,20221029,37300.00,37300,35210,36820.00,36810,333949020590.00,775,36810
جم-ا,20221030,37180.00,37200,36520,36930.00,36820,193119518620.00,492,36820
جم-ا,20221031,37010.00,37200,36810,36940.00,36930,62740846090.00,365,36930
جم-ا,20221101,37000.00,37200,36940,36990.00,36940,44800986450.00,461,36940
جم-ا,20221102,0.00,0,0,36990.00,36990,0.00,0,36990
جم-ا,20221105,0.00,0,0,36990.00,36990,0.00,0,36990
جم-ا,20221106,32000.00,0,0,30990.00,30990,0.00,0,30990
جم-ا,20221107,32530.00,32530,32020,32530.00,30990,133340235820.00,485,30990
جم-ا,20221108,34080.00,34080,32400,32730.00,32530,87529599250.00,550,32530
جم-ا,20221109,32350.00,33180,31810,32750.00,32730,63872847010.00,617,32730
جم-ا,20221112,32090.00,33000,32090,32760.00,32750,56209893840.00,336,32750
جم-ا,20221113,32190.00,32760,32190,32670.00,32760,44660161820.00,295,32760
جم-ا,20221114,32670.00,32760,32170,32630.00,32670,80802977200.00,404,32670
جم-ا,20221115,32700.00,32750,32250,32560.00,32630,92604527970.00,670,32630
جم-ا,20221116,32560.00,32760,32300,32550.00,32560,24669584770.00,187,32560
جم-ا,20221119,32550.00,32890,32010,32520.00,32550,34576677340.00,510,32550
جم-ا,20221120,32160.00,32770,32020,32520.00,32520,44811140500.00,209,32520
جم-ا,20221121,32760.00,32760,32420,32520.00,32520,59635874080.00,279,32520
جم-ا,20221122,32850.00,32850,32100,32510.00,32520,20434058600.00,243,32520
جم-ا,20221123,32160.00,32600,32150,32480.00,32510,66153796100.00,385,32510
جم-ا,20221126,32880.00,32880,31920,32420.00,32480,31865370000.00,424,32480
جم-ا,20221127,32370.00,32560,31980,32410.00,32420,50584558390.00,603,32420
جم-ا,20221128,32110.00,32600,32110,32390.00,32410,17992228190.00,322,32410
جم-ا,20221129,32600.00,32600,32010,32340.00,32390,24467602960.00,274,32390
جم-ا,20221130,32060.00,32330,31950,32230.00,32340,39082415160.00,353,32340
جم-ا,20221203,32000.00,32290,31950,32200.00,32230,29292716160.00,349,32230
جم-ا,20221204,31930.00,32300,31500,32100.00,32200,41524653840.00,566,32200
جم-ا,20221205,31520.00,32180,31400,32020.00,32100,77411025090.00,613,32100
جم-ا,20221206,31900.00,32050,31620,31980.00,32020,57568253200.00,385,32020
جم-ا,20221207,32000.00,32000,31440,31910.00,31980,32637010180.00,230,31980
جم-ا,20221210,31520.00,31970,31000,31770.00,31910,49160446110.00,241,31910
جم-ا,20221211,31790.00,31790,31020,31730.00,31770,41972013530.00,196,31770
جم-ا,20221212,31750.00,32180,31650,31880.00,31730,107277862190.00,313,31730
جم-ا,20221213,31840.00,33180,31840,32370.00,31880,68630904050.00,409,31880
جم-ا,20221214,32530.00,33460,32530,32730.00,32370,50246082360.00,287,32370
جم-ا,20221217,32800.00,33040,32500,32760.00,32730,68468036340.00,254,32730
جم-ا,20221218,32760.00,33990,32760,33300.00,32760,117156130470.00,426,32760
جم-ا,20221219,33500.00,33500,33010,33270.00,33300,19943438910.00,238,33300
جم-ا,20221220,33100.00,33830,32860,33280.00,33270,34325754900.00,239,33270
جم-ا,20221221,33010.00,33500,33000,33250.00,33280,50231395360.00,206,33280
جم-ا,20221224,33580.00,34910,32850,34500.00,33250,183940042680.00,529,33250
جم-ا,20221225,35000.00,35950,34520,34840.00,34500,49514865400.00,490,34500
جم-ا,20221226,34800.00,36580,34560,35920.00,34840,142394656060.00,823,34840
جم-ا,20221228,37150.00,37710,36590,37700.00,35920,182750140110.00,437,35920
جم-ا,20221231,36500.00,36900,35820,36920.00,37700,46364275290.00,468,37700
جم-ا,20230101,36000.00,37000,35820,36550.00,36920,85112961320.00,626,36920
جم-ا,20230102,36950.00,37960,36900,37090.00,36550,103027589040.00,313,36550
جم-ا,20230103,37000.00,37860,36020,37020.00,37090,50000090400.00,553,37090
جم-ا,20230104,37020.00,38000,36030,37050.00,37020,101243008580.00,341,37020
جم-ا,20230107,37150.00,38100,36900,37140.00,37050,20501024980.00,216,37050
جم-ا,20230108,38320.00,38990,37410,38900.00,37140,183458558430.00,883,37140
جم-ا,20230109,39000.00,39500,38000,38880.00,38900,29841891210.00,392,38900
جم-ا,20230110,38550.00,39700,38520,39140.00,38880,64424221470.00,649,38880
جم-ا,20230111,39000.00,40800,38640,39050.00,39140,57198020860.00,1144,39140
جم-ا,20230114,38550.00,39290,37510,38750.00,39050,66951564660.00,778,39050
جم-ا,20230115,0.00,0,0,38750.00,38750,0.00,0,38750
جم-ا,20230116,37330.00,39920,37330,38850.00,38750,35518237320.00,368,38750
جم-ا,20230117,38880.00,39650,38010,38820.00,38850,23585884780.00,234,38850
جم-ا,20230118,38680.00,38870,37610,38710.00,38820,42985817500.00,480,38820
جم-ا,20230121,38000.00,38930,36800,37320.00,38710,90637477790.00,566,38710
جم-ا,20230122,38900.00,38900,37000,37460.00,37320,35509303380.00,235,37320
جم-ا,20230123,37550.00,38080,37300,37490.00,37460,36801090220.00,195,37460
جم-ا,20230124,37000.00,37730,37000,37370.00,37490,47857039080.00,575,37490
جم-ا,20230125,37990.00,37990,36780,37250.00,37370,24969596180.00,255,37370
جم-ا,20230128,37300.00,37970,37220,37260.00,37250,30537120740.00,172,37250
جم-ا,20230129,37150.00,37150,35500,36470.00,37260,75687935690.00,635,37260
جم-ا,20230130,36500.00,38100,35680,36840.00,36470,36966792340.00,479,36470
جم-ا,20230131,38000.00,38030,37030,37050.00,36840,25551987100.00,242,36840
جم-ا,20230201,38040.00,38040,37200,37180.00,37050,16244883430.00,141,37050
جم-ا,20230205,36120.00,37540,36120,37120.00,37180,33327339840.00,223,37180
جم-ا,20230206,37800.00,37800,37000,37130.00,37120,25804143720.00,271,37120
جم-ا,20230207,37000.00,37340,36830,37100.00,37130,26636673900.00,498,37130
جم-ا,20230208,37400.00,37400,36510,37010.00,37100,22532260590.00,434,37100
جم-ا,20230212,36220.00,37250,36220,36900.00,37010,35389402140.00,277,37010
جم-ا,20230213,36500.00,37990,36500,37220.00,36900,66002427860.00,186,36900
جم-ا,20230214,37980.00,37980,37120,37230.00,37220,4760804300.00,162,37220
جم-ا,20230215,36500.00,37460,36500,37160.00,37230,41434343900.00,166,37230
جم-ا,20230219,36530.00,38100,36530,37270.00,37160,41865248590.00,219,37160
جم-ا,20230220,37800.00,39130,37800,38060.00,37270,47839936970.00,306,37270
جم-ا,20230221,39960.00,39960,39960,39110.00,38060,59171169600.00,148,38060
جم-ا,20230222,41060.00,41060,40140,40500.00,39110,78770095220.00,317,39110
جم-ا,20230225,42520.00,42520,42520,42520.00,40500,205402682120.00,231,40500
جم-ا,20230226,44640.00,44640,44000,44630.00,42520,899110490200.00,965,42520
جم-ا,20230227,45000.00,46860,44640,46640.00,44630,377963515720.00,1049,44630
جم-ا,20230228,47950.00,48970,46700,48770.00,46640,258495194950.00,829,46640
جم-ا,20230301,49990.00,49990,46640,48110.00,48770,127298549760.00,1541,48770
جم-ا,20230304,47990.00,47990,47390,47840.00,48110,52462053110.00,475,48110
جم-ا,20230305,48500.00,48500,47500,47830.00,47840,37829519830.00,327,47840
جم-ا,20230306,48400.00,48400,47750,47880.00,47830,57002356670.00,267,47830
جم-ا,20230307,47980.00,50270,47850,49710.00,47880,273632773780.00,629,47880
جم-ا,20230311,50330.00,50330,49650,49720.00,49710,88573323320.00,456,49710
جم-ا,20230312,49000.00,49010,47240,48300.00,49720,124081215480.00,625,49720
جم-ا,20230313,47840.00,48800,47840,48310.00,48300,37386425970.00,262,48300
جم-ا,20230314,48400.00,49790,48320,48590.00,48310,50066468670.00,315,48310
جم-ا,20230315,49780.00,50330,48810,49280.00,48590,48122630060.00,314,48590
جم-ا,20230318,50330.00,51740,50010,51320.00,49280,211485240140.00,666,49280
جم-ا,20230319,52190.00,52200,49070,51180.00,51320,122216479680.00,502,51320
جم-ا,20230325,53000.00,53000,51810,52360.00,51180,88462868730.00,281,51180
جم-ا,20230326,52360.00,53000,50950,52100.00,52360,46951217540.00,723,52360
جم-ا,20230328,52200.00,52550,51600,52050.00,52100,59098001560.00,577,52100
جم-ا,20230329,51500.00,52700,51500,52100.00,52050,153964157230.00,880,52050
جم-ا,20230403,52000.00,54550,51470,52760.00,52100,82396264440.00,699,52100
جم-ا,20230404,53400.00,55380,53400,53130.00,52760,31577038420.00,252,52760
جم-ا,20230405,54200.00,55200,53000,53660.00,53130,39315192880.00,224,53130
جم-ا,20230408,55000.00,56340,54000,54670.00,53660,53400368220.00,527,53660
جم-ا,20230409,56900.00,57000,55220,54980.00,54670,23565269120.00,349,54670
جم-ا,20230410,57500.00,57500,53960,54860.00,54980,37300941100.00,574,54980
جم-ا,20230411,54500.00,55850,54500,54930.00,54860,45542557860.00,277,54860
جم-ا,20230415,56000.00,57000,54900,55360.00,54930,71243301080.00,490,54930
جم-ا,20230416,55990.00,58120,55990,56040.00,55360,50476931320.00,373,55360
جم-ا,20230417,56100.00,58000,55600,56520.00,56040,55847943210.00,404,56040
جم-ا,20230418,57030.00,59340,57010,58750.00,56520,318419710930.00,990,56520
جم-ا,20230419,60300.00,60980,58340,59130.00,58750,84091070320.00,865,58750
جم-ا,20230424,57900.00,60000,57900,58800.00,59130,110738880160.00,508,59130
جم-ا,20230425,59000.00,59400,58210,58700.00,58800,149448860540.00,447,58800
جم-ا,20230426,58000.00,58900,57700,58550.00,58700,29516060730.00,379,58700
جم-ا,20230429,58600.00,61470,58600,61420.00,58550,526777399150.00,1018,58550
جم-ا,20230430,61650.00,64490,61300,62660.00,61420,715857082850.00,1732,61420
جم-ا,20230501,65100.00,65100,62670,63100.00,62660,57649943550.00,638,62660
جم-ا,20230502,62740.00,66000,62000,63100.00,63100,125975875840.00,1021,63100
جم-ا,20230503,64680.00,64680,63700,63870.00,63100,65714658550.00,635,63100
جم-ا,20230506,65700.00,67060,64200,65650.00,63870,187750104710.00,749,63870
جم-ا,20230507,67650.00,68300,62370,62930.00,65650,471417189730.00,1765,65650
جم-ا,20230508,61000.00,61500,59790,59990.00,62930,233611814010.00,455,62930
جم-ا,20230509,57150.00,62950,57150,59710.00,59990,40277753930.00,356,59990
جم-ا,20230510,59650.00,61390,58910,59600.00,59710,173739925040.00,418,59710
جم-ا,20230513,57520.00,60400,57520,59210.00,59600,57469500670.00,643,59600
جم-ا,20230514,57090.00,62000,57090,61220.00,59210,110192985840.00,379,59210
جم-ا,20230515,62500.00,64280,61500,62380.00,61220,56406703300.00,344,61220
جم-ا,20230517,65000.00,65000,62000,62620.00,62380,53765713270.00,316,62380
جم-ا,20230520,62290.00,63000,61810,62530.00,62620,19884440110.00,257,62620
جم-ا,20230521,61000.00,62990,61000,62310.00,62530,27754483230.00,518,62530
جم-ا,20230522,61370.00,62400,60700,61410.00,62310,96647519750.00,620,62310
جم-ا,20230523,61000.00,62200,61000,61410.00,61410,12112791740.00,158,61410
جم-ا,20230524,62500.00,63500,60500,61330.00,61410,36121951060.00,404,61410
جم-ا,20230527,60400.00,61750,60300,61070.00,61330,36863847190.00,231,61330
جم-ا,20230528,61070.00,61690,59120,60980.00,61070,50293413960.00,367,61070
جم-ا,20230529,60000.00,61350,60000,60810.00,60980,44015597280.00,386,60980
جم-ا,20230530,61750.00,62000,60270,60720.00,60810,55940710540.00,334,60810
جم-ا,20230531,60400.00,60700,59890,60590.00,60720,29588095310.00,267,60720
جم-ا,20230603,60590.00,60990,60200,60540.00,60590,52271923900.00,197,60590
جم-ا,20230606,61650.00,61700,59900,60510.00,60540,14716635990.00,285,60540
جم-ا,20230607,59900.00,61090,59900,60530.00,60510,25760716290.00,334,60510
جم-ا,20230610,59310.00,60990,57510,59700.00,60530,37442908240.00,329,60530
جم-ا,20230611,57530.00,59900,57530,59650.00,59700,21640102450.00,256,59700
جم-ا,20230612,57610.00,58700,57070,59090.00,59650,29903086630.00,252,59650
جم-ا,20230613,58200.00,59380,57020,58930.00,59090,15386368810.00,271,59090
جم-ا,20230614,57060.00,58500,57060,58650.00,58930,29179947540.00,261,58930
جم-ا,20230617,58600.00,59490,57200,58450.00,58650,21877127000.00,195,58650
جم-ا,20230618,58500.00,58500,56800,58310.00,58450,33917830540.00,256,58450
جم-ا,20230619,57400.00,58420,57300,57960.00,58310,44350255200.00,208,58310
جم-ا,20230620,57210.00,57790,56300,57880.00,57960,10392066890.00,150,57960
جم-ا,20230621,57800.00,57800,56460,57740.00,57880,20545013780.00,225,57880
جم-ا,20230624,57800.00,57800,56390,57600.00,57740,15470790590.00,209,57740
جم-ا,20230625,56520.00,57800,56500,57500.00,57600,17084298520.00,319,57600
جم-ا,20230626,58000.00,58000,55330,56880.00,57500,46300327770.00,554,57500
جم-ا,20230627,56490.00,56800,56000,56840.00,56880,8532612320.00,170,56880
جم-ا,20230628,56200.00,57000,56000,56820.00,56840,6522335500.00,128,56840
جم-ا,20230701,56500.00,56820,55150,56780.00,56820,6470233400.00,97,56820
جم-ا,20230702,58000.00,58000,56610,56820.00,56780,7248286270.00,129,56780
جم-ا,20230703,56500.00,58560,56500,57190.00,56820,30223931870.00,438,56820
جم-ا,20230704,0.00,0,0,57190.00,57190,0.00,0,57190
جم-ا,20230705,0.00,0,0,57190.00,57190,0.00,0,57190
جم-ا,20230708,53000.00,0,0,51890.00,51890,0.00,0,51890
جم-ا,20230709,54480.00,54480,50030,51790.00,51890,19272847990.00,284,51890
جم-ا,20230710,50750.00,51700,50610,51760.00,51790,5461376640.00,179,51790
جم-ا,20230711,51180.00,51840,50740,51650.00,51760,16785134570.00,289,51760
جم-ا,20230712,50300.00,50300,49070,50130.00,51650,51575306140.00,258,51650
جم-ا,20230715,48300.00,49990,48300,49220.00,50130,72840043300.00,561,50130
جم-ا,20230716,48600.00,48600,46760,48680.00,49220,22283942670.00,259,49220
جم-ا,20230717,46500.00,46930,46250,47480.00,48680,45547856780.00,195,48680
جم-ا,20230718,46500.00,49400,46130,47480.00,47480,5615082130.00,108,47480
جم-ا,20230719,48600.00,48600,45950,47240.00,47480,27581969610.00,356,47480
جم-ا,20230722,46140.00,46140,44880,44880.00,47240,118361623430.00,248,47240
جم-ا,20230723,43860.00,44800,43490,44820.00,44880,7260137250.00,161,44880
جم-ا,20230724,43870.00,46320,43780,44730.00,44820,16044425030.00,256,44820
جم-ا,20230725,44700.00,44700,43080,44410.00,44730,25971453230.00,641,44730
جم-ا,20230726,43800.00,44000,42940,44300.00,44410,12890186790.00,229,44410
جم-ا,20230729,44320.00,44320,43000,44200.00,44300,10587794870.00,263,44300
جم-ا,20230730,44320.00,44320,42840,44060.00,44200,16251448780.00,276,44200
جم-ا,20230731,42960.00,44900,42800,44080.00,44060,11831914420.00,107,44060
جم-ا,20230801,44000.00,45000,43000,44120.00,44080,8321452020.00,68,44080
جم-ا,20230805,44150.00,46000,43720,44130.00,44120,10761110700.00,174,44120
جم-ا,20230806,44800.00,44800,43330,44070.00,44130,21952521310.00,204,44130
جم-ا,20230807,43350.00,44200,42650,44040.00,44070,12722128120.00,195,44070
جم-ا,20230808,43010.00,44000,43010,44040.00,44040,3059128000.00,79,44040
جم-ا,20230809,46240.00,46240,43890,44060.00,44040,5542192770.00,97,44040
جم-ا,20230812,44000.00,44000,42610,43880.00,44060,17062635720.00,373,44060
جم-ا,20230813,42100.00,43860,42100,43390.00,43880,96850550300.00,528,43880
جم-ا,20230814,43880.00,44000,42950,43360.00,43390,13288364650.00,311,43390
جم-ا,20230815,42380.00,43400,42380,43320.00,43360,9174696080.00,183,43360
جم-ا,20230816,43890.00,43890,42980,43310.00,43320,6723918310.00,109,43320
جم-ا,20230819,42500.00,43310,42500,43260.00,43310,14141294180.00,237,43310
جم-ا,20230820,43300.00,44190,43190,43260.00,43260,27952303510.00,140,43260
جم-ا,20230821,43860.00,44090,43170,43270.00,43260,7718874870.00,131,43260
جم-ا,20230822,44350.00,44350,42880,43260.00,43270,6740850580.00,106,43270
جم-ا,20230823,43200.00,44000,43100,43270.00,43260,11005717500.00,359,43260
جم-ا,20230826,44780.00,44780,43400,43350.00,43270,13060580000.00,203,43270
جم-ا,20230827,44200.00,44900,43220,43710.00,43350,57938991020.00,174,43350
جم-ا,20230828,43720.00,45890,43710,43880.00,43710,20523710140.00,294,43710
جم-ا,20230829,45950.00,45950,44190,43960.00,43880,10906561410.00,329,43880
جم-ا,20230830,44800.00,44800,44000,44030.00,43960,11870954390.00,165,43960
جم-ا,20230902,44800.00,45000,44200,44080.00,44030,11023763450.00,269,44030
جم-ا,20230903,44440.00,44940,44000,44100.00,44080,12445581710.00,132,44080
جم-ا,20230904,44750.00,45250,44110,44250.00,44100,18600010080.00,162,44100
جم-ا,20230905,44900.00,46460,44500,46370.00,44250,157840719480.00,593,44250
جم-ا,20230909,47000.00,47430,45910,46500.00,46370,47036393790.00,633,46370
جم-ا,20230910,46600.00,46850,46000,46510.00,46500,42948592140.00,519,46500
جم-ا,20230911,46970.00,47070,46410,46570.00,46510,32699605130.00,469,46510
جم-ا,20230912,46500.00,47000,46050,46500.00,46570,31956816470.00,436,46570
جم-ا,20230913,46550.00,47000,45980,46350.00,46500,39935347900.00,275,46500
جم-ا,20230917,45000.00,46930,45000,46210.00,46350,18255451590.00,277,46350
جم-ا,20230918,45100.00,45790,45100,45720.00,46210,56296387350.00,460,46210
جم-ا,20230919,45200.00,45800,45200,45650.00,45720,18843999640.00,172,45720
جم-ا,20230920,45500.00,45510,45200,45600.00,45650,14693988480.00,114,45650
جم-ا,20230923,44300.00,45670,44000,45420.00,45600,30997651030.00,360,45600
جم-ا,20230925,45400.00,45400,44670,45290.00,45420,24524301840.00,260,45420
جم-ا,20230926,45280.00,45500,44430,45200.00,45290,14472206060.00,273,45290
جم-ا,20230927,44310.00,45500,44310,45080.00,45200,30569580260.00,226,45200
جم-ا,20230930,45470.00,45520,44100,44980.00,45080,14940816150.00,202,45080
جم-ا,20231001,43700.00,44500,43620,44880.00,44980,11410678750.00,247,44980
جم-ا,20231002,43500.00,44950,43500,44870.00,44880,3716558740.00,116,44880
جم-ا,20231004,44010.00,44710,43910,44860.00,44870,3714930700.00,92,44870
جم-ا,20231007,43530.00,44830,43530,44820.00,44860,10337314850.00,263,44860
جم-ا,20231008,43700.00,44700,43580,44750.00,44820,6985567880.00,254,44820
جم-ا,20231009,43840.00,44000,43750,44690.00,44750,7060211740.00,171,44750
جم-ا,20231010,44200.00,44200,43610,44660.00,44690,3548643550.00,166,44690
جم-ا,20231011,43580.00,46400,43580,44660.00,44660,7017658290.00,305,44660
جم-ا,20231014,44000.00,44490,43300,44620.00,44660,8324911520.00,140,44660
جم-ا,20231015,44300.00,44590,42800,44480.00,44620,16389711270.00,592,44620
جم-ا,20231016,44480.00,45230,43860,44420.00,44480,24426863430.00,457,44480
جم-ا,20231017,44420.00,44490,43600,44330.00,44420,25836446410.00,522,44420
جم-ا,20231018,44320.00,44320,43640,44300.00,44330,8569116160.00,274,44330
جم-ا,20231021,44270.00,44300,43370,44120.00,44300,22511164950.00,176,44300
جم-ا,20231022,43200.00,44560,43010,43950.00,44120,19814728060.00,320,44120
جم-ا,20231023,0.00,0,0,43950.00,43950,0.00,0,43950
جم-ا,20231024,43930.00,43930,41740,43660.00,43950,18289433750.00,279,43950
جم-ا,20231025,43000.00,43670,41500,43500.00,43660,48331514660.00,341,43660
جم-ا,20231028,43480.00,43480,42130,43260.00,43500,24513930680.00,285,43500
جم-ا,20231029,43200.00,43500,42600,43230.00,43260,8370409430.00,164,43260
جم-ا,20231030,43200.00,44000,42130,42940.00,43230,46507728140.00,462,43230
جم-ا,20231031,42600.00,42940,42370,42860.00,42940,113553287330.00,155,42940
جم-ا,20231101,42100.00,43900,41500,42440.00,42860,71172100510.00,592,42860
جم-ا,20231104,43890.00,43950,42240,42450.00,42440,21295522390.00,227,42440
جم-ا,20231105,43630.00,43630,42550,42540.00,42450,23180644890.00,156,42450
جم-ا,20231106,43500.00,43540,42460,42550.00,42540,7623436410.00,106,42540
جم-ا,20231107,42250.00,43350,42160,42580.00,42550,11183889250.00,147,42550
جم-ا,20231108,42870.00,43380,42260,42600.00,42580,28052997740.00,499,42580
جم-ا,20231111,42600.00,42600,42010,42550.00,42600,14290199600.00,479,42600
جم-ا,20231112,42590.00,43000,42000,42540.00,42550,5709219280.00,258,42550
جم-ا,20231113,42550.00,42960,42080,42470.00,42540,23583456960.00,460,42540
جم-ا,20231114,42070.00,42900,41860,42410.00,42470,15125939570.00,301,42470
جم-ا,20231115,42970.00,42970,41370,42180.00,42410,28501471410.00,307,42410
جم-ا,20231118,41310.00,42000,40720,42060.00,42180,16585731900.00,596,42180
جم-ا,20231119,41840.00,41990,41070,41920.00,42060,21659204730.00,806,42060
جم-ا,20231120,41010.00,41910,40500,41570.00,41920,41517402160.00,1482,41920
جم-ا,20231121,41500.00,41570,41270,41460.00,41570,46637588630.00,1487,41570
جم-ا,20231122,41200.00,41830,40830,41450.00,41460,16856736510.00,541,41460
جم-ا,20231125,41260.00,41940,40980,41410.00,41450,17388320600.00,270,41450
جم-ا,20231126,41820.00,42250,40770,41390.00,41410,24152949510.00,941,41410
جم-ا,20231127,41770.00,41770,40460,40650.00,41390,93032181370.00,1365,41390
جم-ا,20231128,40480.00,40970,40200,40470.00,40650,77964645520.00,1497,40650
جم-ا,20231129,40230.00,40460,40190,40390.00,40470,36990426990.00,731,40470
جم-ا,20231202,40300.00,40950,40300,40400.00,40390,21809727330.00,353,40390
جم-ا,20231203,0.00,0,0,40400.00,40400,0.00,0,40400
جم-ا,20231204,41100.00,0,0,40400.00,40400,0.00,0,40400
جم-ا,20231205,40700.00,40700,40280,40380.00,40400,49138399950.00,583,40400
جم-ا,20231206,40590.00,41790,40340,40490.00,40380,218118667380.00,696,40380
جم-ا,20231209,42500.00,42510,42000,42500.00,40490,222823672340.00,1405,40490
جم-ا,20231210,42480.00,44550,41650,42540.00,42500,57184204690.00,1003,42500
جم-ا,20231211,42540.00,43000,41980,42580.00,42540,64982834670.00,815,42540
جم-ا,20231212,43150.00,43150,41500,42520.00,42580,23558890470.00,374,42580
جم-ا,20231213,41560.00,42540,41560,42480.00,42520,24338148860.00,329,42520
جم-ا,20231216,42450.00,42940,41710,42410.00,42480,33327719720.00,406,42480
جم-ا,20231218,42480.00,43000,42370,42470.00,42410,28981041990.00,386,42410
جم-ا,20231219,42400.00,44100,41510,42850.00,42470,109071353200.00,657,42470
جم-ا,20231220,43040.00,43440,42870,42870.00,42850,11009210230.00,189,42850
جم-ا,20231223,43000.00,43100,42530,42820.00,42870,36949729010.00,410,42870
جم-ا,20231224,43000.00,44080,42480,42800.00,42820,175228648760.00,518,42820
جم-ا,20231225,42820.00,43120,42130,42770.00,42800,36169353140.00,401,42800
جم-ا,20231226,41990.00,42760,41990,42690.00,42770,31620348980.00,287,42770
جم-ا,20231227,42790.00,43570,41980,42730.00,42690,88925957290.00,630,42690
جم-ا,20231230,43480.00,43480,42200,42610.00,42730,61996846250.00,636,42730
جم-ا,20231231,42440.00,42900,42240,42580.00,42610,18061123650.00,146,42610
جم-ا,20240101,42240.00,42570,42030,42530.00,42580,16959959290.00,399,42580
جم-ا,20240102,42530.00,42680,41570,42390.00,42530,40014551960.00,557,42530
جم-ا,20240103,42360.00,42500,41700,42320.00,42390,48496786680.00,590,42390
جم-ا,20240106,42310.00,42990,42280,42340.00,42320,17750608370.00,187,42320
جم-ا,20240107,41790.00,42800,41700,42410.00,42340,21166545720.00,195,42340
جم-ا,20240108,41630.00,43500,41630,42490.00,42410,16170192740.00,179,42410
جم-ا,20240109,42500.00,43500,42300,42570.00,42490,19378997620.00,341,42490
جم-ا,20240110,42110.00,43400,42100,42710.00,42570,68380153320.00,433,42570
جم-ا,20240113,42270.00,43860,42270,43040.00,42710,114848072770.00,309,42710
جم-ا,20240114,43000.00,45190,43000,43500.00,43040,39212249480.00,485,43040
جم-ا,20240115,43860.00,45000,43850,43900.00,43500,35868442210.00,254,43500
جم-ا,20240116,44000.00,45480,43910,44910.00,43900,106012687640.00,608,43900
جم-ا,20240117,0.00,0,0,44910.00,44910,0.00,0,44910
جم-ا,20240120,0.00,0,0,44910.00,44910,0.00,0,44910
جم-ا,20240121,42670.00,46300,42670,44920.00,44910,26615185880.00,205,44910
جم-ا,20240122,45160.00,45160,44420,44900.00,44920,60867622160.00,380,44920
جم-ا,20240123,44400.00,44840,44200,44860.00,44900,12397103370.00,200,44900
جم-ا,20240124,45300.00,45300,44750,44850.00,44860,31077912180.00,187,44860
جم-ا,20240127,43730.00,45320,43730,44900.00,44850,76524154930.00,297,44850
جم-ا,20240128,45990.00,45990,44850,44940.00,44900,37155269490.00,222,44900
جم-ا,20240129,44050.00,45300,44050,45010.00,44940,233001197390.00,372,44940
جم-ا,20240130,45000.00,45180,44490,45030.00,45010,165552135050.00,400,45010
جم-ا,20240131,45020.00,45500,44600,45250.00,45030,112593356210.00,218,45030
